employee_id,first_name,middle_name,last_name,suffix,birth_date,place_of_birth,sex,civil_status,blood_type,citizenship,email,mobile_number,landline_number,department,designation,employment_status,appointment_date,salary_grade,step_increment,house_no,street,barangay,city,province,zip_code,gsis_no,philhealth_no,pagibig_no,tin_no,license_no
EMP-PGS-0217,RONNEL,E.,CABREZA,,1995-10-05,"Pagsanjan, Laguna",Male,Widowed,O+,Filipino,ronnel.cabreza@pagsanjan.gov.ph,091713795874,(049) 501-1252,Municipal Disaster Risk Reduction and Management Office,Admin. Aide IV,Permanent,2021-01-01,SG-8,Step 8,478,Mabini St.,Sabang,Pagsanjan,Laguna,4008,7340885471,167352285773,059467147135,320-877-785-346,PRC-1000216
EMP-PGS-0218,ROSALIE,C.,CASTILLO,,1982-08-23,"Pagsanjan, Laguna",Female,Married,O-,Filipino,rosalie.castillo@pagsanjan.gov.ph,091712076898,049-501-1217,Municipal Assessor Office,Local Assessment Operations Officer II,Permanent,2021-01-01,SG-15,Step 4,760,Burgos St.,Poblacion,Pagsanjan,Laguna,4008,5605106383,055389550707,059146678547,930-498-953-165,PRC-1000217
EMP-PGS-0219,ROSAÑO,S.,VELASCO,,1983-12-19,"Pagsanjan, Laguna",Female,Separated,O+,Filipino,rosano.velasco@pagsanjan.gov.ph,091717732921,(049) 501-9858,Municipal Health Office,Clerk IV,Permanent,2021-01-01,SG-6,Step 4,389,Quezon Ave.,Sabang,Pagsanjan,Laguna,4008,1130647827,102550574425,065461197556,952-073-844-488,PRC-1000218
EMP-PGS-0220,ROSE,R.,LAVA,,1979-07-15,"Pagsanjan, Laguna",Female,Separated,AB-,Filipino,rose.lava@pagsanjan.gov.ph,091717717267,049-501-1219,Municipal Social Welfare and Development Office,Social Welfare Aide I,Permanent,2021-01-01,SG-6,Step 3,144,J.P. Rizal St.,Calaan,Pagsanjan,Laguna,4008,4151858011,484395981904,047123151517,832-561-722-770,PRC-1000219
EMP-PGS-0221,ROSELYN,V.,PAGTANANAN,,1987-07-14,"Pagsanjan, Laguna",Female,Single,A+,Filipino,roselyn.pagtananan@pagsanjan.gov.ph,091715401424,049-501-1220,Municipal Environment and Natural Resources Office,MGDH I,Permanent,2021-01-01,SG-16,Step 1,783,Rizal St.,Lambac,Pagsanjan,Laguna,4008,6638823083,730421289158,063658051809,519-768-103-692,PRC-5055423
EMP-PGS-0222,ROWENA,G.,SABLAN,,1997-05-06,"Pagsanjan, Laguna",Female,Married,A+,Filipino,rowena.sablan@pagsanjan.gov.ph,091712131870,(049) 501-8979,Municipal Social Welfare and Development Office,Daycare Worker II,Permanent,2021-01-01,SG-8,Step 6,62,J.P. Rizal St.,Sabang,Pagsanjan,Laguna,4008,7476338528,809332269255,075566577101,763-560-626-377,PRC-8764626
EMP-PGS-0223,RUBY,A.,DIMALANTA,,1987-04-16,"Pagsanjan, Laguna",Female,Separated,A+,Filipino,ruby.dimalanta@pagsanjan.gov.ph,091710933309,(049) 501-5424,Municipal Budget Office,Admin Asst.V,Permanent,2021-01-01,SG-5,Step 5,18,Real St.,Calaan,Pagsanjan,Laguna,4008,6503373871,529597414754,098026193642,912-715-528-965,PRC-8527913
EMP-PGS-0224,RUBY,F.,TIMOTEO,,1990-09-04,"Pagsanjan, Laguna",Female,Married,B-,Filipino,ruby.timoteo@pagsanjan.gov.ph,091710933361,(049) 501-9799,Municipal Accounting Office,Computer Operator IV,Permanent,2021-01-01,SG-9,Step 5,835,Del Pilar St.,Maulawin,Pagsanjan,Laguna,4008,1561204845,523105245066,088305350358,238-074-037-461,PRC-1000223
EMP-PGS-0225,RUTH,GRACE C.,WALO,,1978-02-23,"Pagsanjan, Laguna",Female,Single,AB-,Filipino,ruth.walo@pagsanjan.gov.ph,091712606949,049-501-1224,Municipal Social Welfare and Development Office,Social Welfare Aide I,Permanent,2021-01-01,SG-4,Step 5,701,Mabini St.,Poblacion,Pagsanjan,Laguna,4008,6419390163,598583928647,099456058332,175-367-049-023,PRC-9688913
EMP-PGS-0226,RYAN,J.,ROCES,,1974-09-04,"Pagsanjan, Laguna",Female,Single,A+,Filipino,ryan.roces@pagsanjan.gov.ph,09179493174,049-501-1225,Municipal Social Welfare and Development Office,Social Welfare Aide I,Permanent,2021-01-01,SG-2,Step 8,866,Real St.,Sampaloc,Pagsanjan,Laguna,4008,7963451132,091990121001,027126395161,447-731-974-097,PRC-1000225
EMP-PGS-0227,RYAN,M.,ABLIS,,1989-05-26,"Pagsanjan, Laguna",Female,Single,A-,Filipino,ryan.ablis@pagsanjan.gov.ph,091713662000,049-501-1226,Municipal Disaster Risk Reduction and Management Office,Admin. Aide III,Permanent,2021-01-01,SG-3,Step 4,217,J.P. Rizal St.,Maulawin,Pagsanjan,Laguna,4008,7515703357,269529874413,053075760661,136-931-406-903,PRC-8469429
EMP-PGS-0228,Rhonnie,,Cosio,,1989-01-08,"Pagsanjan, Laguna",Male,Single,A+,Filipino,rhonnie.cosio@pagsanjan.gov.ph,091714223397,(049) 501-5414,Municipal Disaster Risk Reduction and Management Office,Admin Aide I,Job Order,2021-01-01,SG-6,Step 1,985,Quezon Ave.,Casinsin,Pagsanjan,Laguna,4008,8599788075,025112801163,048171758200,338-772-823-225,PRC-2588440
EMP-PGS-0229,SHIELO,MARIE N.,LUNA,,1999-05-08,"Pagsanjan, Laguna",Female,Single,AB+,Filipino,shielo.luna@pagsanjan.gov.ph,091716587445,049-501-1228,Sangguniang Bayan,Admin. Aide IV,Permanent,2021-01-01,SG-6,Step 3,578,Quezon Ave.,Casinsin,Pagsanjan,Laguna,4008,4055491772,680943044391,058233090307,479-936-389-049,PRC-1000228
EMP-PGS-0230,SNOOKY,,ENSINAS,,1990-05-06,"Pagsanjan, Laguna",Female,Widowed,AB+,Filipino,snooky.ensinas@pagsanjan.gov.ph,091710553094,049-501-1229,Municipal Health Office,Admin Aide I,Job Order,2021-01-01,SG-3,Step 2,513,Del Pilar St.,Poblacion,Pagsanjan,Laguna,4008,3726089677,797719804604,037812192885,504-463-751-547,PRC-2400595
EMP-PGS-0231,SNOOKY,H.,ENCINAS,,1982-11-01,"Pagsanjan, Laguna",Female,Separated,O-,Filipino,snooky.encinas@pagsanjan.gov.ph,091710809050,(049) 501-3622,Municipal Health Office,Midwife III,Permanent,2021-01-01,SG-5,Step 8,503,Quezon Ave.,Sampaloc,Pagsanjan,Laguna,4008,2607323676,188904219818,046131010725,116-642-358-732,PRC-1000230
EMP-PGS-0232,TAMMY,O.,BENELADA,,1998-06-25,"Pagsanjan, Laguna",Female,Married,AB+,Filipino,tammy.benelada@pagsanjan.gov.ph,091712529428,(049) 501-8627,Municipal Accounting Office,Admin Aide I,Casual,2021-01-01,SG-10,Step 5,818,Quezon Ave.,San Isidro,Pagsanjan,Laguna,4008,5694873931,347139197637,023541805083,577-257-583-231,PRC-9409181
EMP-PGS-0233,TENNESEE,WYLEE M.,BALETE,,1984-07-18,"Pagsanjan, Laguna",Female,Married,AB+,Filipino,tennesee.balete@pagsanjan.gov.ph,091710189578,049-501-1232,Municipal Agriculture Office,Farm Supervisor,Permanent,2021-01-01,SG-2,Step 2,6,Bonifacio St.,Sabang,Pagsanjan,Laguna,4008,1240369592,056830056304,046560190441,152-677-727-743,PRC-1000232
EMP-PGS-0234,THERESA,L.,AUTENCIO,,1993-10-26,"Pagsanjan, Laguna",Female,Married,A-,Filipino,theresa.autencio@pagsanjan.gov.ph,091716762212,(049) 501-9948,Municipal Treasury Office,Cashier II,Permanent,2021-01-01,SG-8,Step 7,106,Rizal St.,San Isidro,Pagsanjan,Laguna,4008,3695567451,581443196471,053973984340,117-772-651-498,PRC-1000233
EMP-PGS-0235,TONI-MAREE,T.,RABAGO,,1989-05-03,"Pagsanjan, Laguna",Female,Separated,A+,Filipino,tonimaree.rabago@pagsanjan.gov.ph,091713649075,(049) 501-4418,Municipal Health Office,Public Health Nurse,Permanent,2021-01-01,SG-7,Step 2,743,Quezon Ave.,Casinsin,Pagsanjan,Laguna,4008,6949384641,063629370620,006370388424,261-744-077-523,PRC-1000234
EMP-PGS-0236,VICTOR,D.,MIRANDO,Jr.,1972-09-18,"Pagsanjan, Laguna",Male,Widowed,O+,Filipino,victor.mirando@pagsanjan.gov.ph,091710841445,(049) 501-8165,Municipal Planning and Development Office,Admin. Aide IV,Permanent,2021-01-01,SG-5,Step 2,172,Real St.,Maulawin,Pagsanjan,Laguna,4008,9816926847,923769450198,054566910113,557-272-560-633,PRC-1000235
EMP-PGS-0237,VICTOR,,MIRANDO,,1988-02-05,"Pagsanjan, Laguna",Male,Widowed,B-,Filipino,victor.mirando2@pagsanjan.gov.ph,091710755662,049-501-1236,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-8,Step 4,469,Mabini St.,Calaan,Pagsanjan,Laguna,4008,5972724932,432953206268,077770723467,931-845-632-573,PRC-1000236
EMP-PGS-0238,ZHALEE,MARIE M.,BALETE,,1979-09-21,"Pagsanjan, Laguna",Female,Separated,O-,Filipino,zhalee.balete@pagsanjan.gov.ph,091712571968,049-501-1237,Municipal Health Office,Midwife III,Permanent,2021-01-01,SG-7,Step 3,308,Del Pilar St.,Casinsin,Pagsanjan,Laguna,4008,9428774091,503591545041,002389066995,418-319-631-048,PRC-1000237
EMP-PGS-0239,ZOSIMO,E.,FELONIA,,1970-10-03,"Pagsanjan, Laguna",Male,Separated,O-,Filipino,zosimo.felonia@pagsanjan.gov.ph,091711301486,(049) 501-7019,Municipal Budget Office,Admin. Aide IV,Permanent,2021-01-01,SG-7,Step 4,334,Real St.,Maulawin,Pagsanjan,Laguna,4008,7407443853,731761395415,020974917898,582-364-697-455,PRC-1000238
