employee_id,first_name,middle_name,last_name,suffix,birth_date,place_of_birth,sex,civil_status,blood_type,citizenship,email,mobile_number,landline_number,department,designation,employment_status,appointment_date,salary_grade,step_increment,house_no,street,barangay,city,province,zip_code,gsis_no,philhealth_no,pagibig_no,tin_no,license_no
EMP-PGS-0123,KIZZIE,M.,BABAAN,,1989-01-15,"Pagsanjan, Laguna",Female,Single,AB-,Filipino,kizzie.babaan@pagsanjan.gov.ph,091710593390,049-501-1122,Municipal Social Welfare and Development Office,Social Welfare Asst.,Permanent,2021-01-01,SG-5,Step 1,226,Real St.,Casinsin,Pagsanjan,Laguna,4008,7132248354,652462880240,013617190102,643-688-893-015,PRC-8775877
EMP-PGS-0124,LALAINE,A.,PACURIB,,1994-01-20,"Pagsanjan, Laguna",Female,Married,B+,Filipino,lalaine.pacurib@pagsanjan.gov.ph,09179520220,049-501-1123,Municipal Accounting Office,Acctg. Clerk II,Permanent,2021-01-01,SG-5,Step 6,123,Rizal St.,Sabang,Pagsanjan,Laguna,4008,7797952071,976938165217,039767623674,185-763-820-164,PRC-1000123
EMP-PGS-0125,LANIE,F.,VILLA,,1993-04-15,"Pagsanjan, Laguna",Female,Separated,B-,Filipino,lanie.villa@pagsanjan.gov.ph,091713139782,049-501-1124,Municipal Agriculture Office,Admin. Aide III,Permanent,2021-01-01,SG-5,Step 2,407,Rizal St.,Lambac,Pagsanjan,Laguna,4008,0331949587,898105790885,075531185785,472-686-295-316,PRC-9249508
EMP-PGS-0126,LEA,M.,LITAN,,1992-01-02,"Pagsanjan, Laguna",Female,Single,AB+,Filipino,lea.litan@pagsanjan.gov.ph,091717163572,049-501-1125,Municipal Social Welfare and Development Office,Daycare Worker I,Permanent,2021-01-01,SG-11,Step 7,297,Mabini St.,Lambac,Pagsanjan,Laguna,4008,4546776455,823912611649,085335858713,583-039-501-994,PRC-7760632
EMP-PGS-0127,LED,VENI P.,CALCETAS,,1985-07-16,"Pagsanjan, Laguna",Male,Single,AB-,Filipino,led.calcetas@pagsanjan.gov.ph,091712379564,049-501-1126,Municipal Treasury Office,Admin. Aide III,Permanent,2021-01-01,SG-5,Step 2,448,Mabini St.,Binan,Pagsanjan,Laguna,4008,9073622959,268346741576,060433877543,770-742-030-824,PRC-1000126
EMP-PGS-0128,LED,VENI,PENIDO,,1980-08-26,"Pagsanjan, Laguna",Male,Widowed,O-,Filipino,led.penido@pagsanjan.gov.ph,091711443787,(049) 501-2618,Municipal Treasury Office,Admin Aide I,Job Order,2021-01-01,SG-3,Step 2,523,Mabini St.,Buboy,Pagsanjan,Laguna,4008,1080938099,097498610822,008484788940,988-051-478-468,PRC-1000127
EMP-PGS-0129,LEI,ARNIE L.,ABRIGO,,1972-10-09,"Pagsanjan, Laguna",Female,Single,B+,Filipino,lei.abrigo@pagsanjan.gov.ph,091711571937,(049) 501-8404,Municipal Health Office,Nurse I,Permanent,2021-01-01,SG-3,Step 5,203,Burgos St.,Casinsin,Pagsanjan,Laguna,4008,4989392799,442352064183,095758902252,935-644-358-862,PRC-4662109
EMP-PGS-0130,LOIDA,R.,ABLIR,,1983-10-18,"Pagsanjan, Laguna",Female,Single,A-,Filipino,loida.ablir@pagsanjan.gov.ph,091714893103,(049) 501-8436,Municipal Treasury Office,RCC II,Permanent,2021-01-01,SG-11,Step 8,476,J.P. Rizal St.,Casinsin,Pagsanjan,Laguna,4008,1000673962,101959241694,090993821936,365-440-198-657,PRC-1000129
EMP-PGS-0131,LOLITO,,PINGOL,,1993-02-03,"Pagsanjan, Laguna",Female,Widowed,B+,Filipino,lolito.pingol@pagsanjan.gov.ph,091714172136,049-501-1130,Office of the Municipal Mayor,Personal Driver,Permanent,2021-01-01,SG-8,Step 8,647,Bonifacio St.,Maulawin,Pagsanjan,Laguna,4008,1615935881,463417601691,002600098759,551-278-581-955,PRC-1000130
EMP-PGS-0132,LORELIE,A. DELA,CRUZ,,1992-08-07,"Pagsanjan, Laguna",Female,Single,O+,Filipino,lorelie.cruz@pagsanjan.gov.ph,09179450870,049-501-1131,Municipal Civil Registrar,Admin. Asst. IV,Permanent,2021-01-01,SG-1,Step 1,378,Bonifacio St.,San Isidro,Pagsanjan,Laguna,4008,8364222612,348872642364,055071911709,761-348-221-195,PRC-1000131
EMP-PGS-0133,LORELIE,G.,LAZARO,,1982-08-05,"Pagsanjan, Laguna",Female,Single,A-,Filipino,lorelie.lazaro@pagsanjan.gov.ph,091713734368,049-501-1132,Office of the Municipal Mayor,Admin Aide I,Casual,2021-01-01,SG-9,Step 7,474,Rizal St.,Sabang,Pagsanjan,Laguna,4008,8454080632,583263837220,064808434706,306-305-575-865,PRC-1000132
EMP-PGS-0134,LORELIE,L.,AMBROSIO,,1987-05-24,"Pagsanjan, Laguna",Female,Married,O-,Filipino,lorelie.ambrosio@pagsanjan.gov.ph,091717123677,049-501-1133,Office of the Municipal Mayor,Bookbinder IV,Permanent,2021-01-01,SG-9,Step 3,981,Rizal St.,Sabang,Pagsanjan,Laguna,4008,7416087244,055633383510,062822377942,940-134-404-575,PRC-4891987
EMP-PGS-0135,LORELYN,D.,SAGALES,,1973-06-18,"Pagsanjan, Laguna",Female,Single,O-,Filipino,lorelyn.sagales@pagsanjan.gov.ph,091711584543,049-501-1134,Municipal Social Welfare and Development Office,SWOII- OIC MSWDO,Permanent,2021-01-01,SG-2,Step 3,41,Quezon Ave.,Sabang,Pagsanjan,Laguna,4008,5592060309,485525517205,058689920013,597-006-136-376,PRC-1000134
EMP-PGS-0136,LYKA,N.,GLODOVEZA,,1991-02-06,"Pagsanjan, Laguna",Female,Single,O-,Filipino,lyka.glodoveza@pagsanjan.gov.ph,091713343177,049-501-1135,Municipal Health Office,Nurse I,Permanent,2021-01-01,SG-5,Step 7,419,Del Pilar St.,Casinsin,Pagsanjan,Laguna,4008,1927179221,313977293685,048695032243,229-405-069-881,PRC-7453772
EMP-PGS-0137,LYKA,,NADERA,,1979-11-19,"Pagsanjan, Laguna",Female,Single,O-,Filipino,lyka.nadera@pagsanjan.gov.ph,09179883046,(049) 501-9961,Municipal Health Office,Admin Aide I,Casual,2021-01-01,SG-2,Step 7,291,Bonifacio St.,Casinsin,Pagsanjan,Laguna,4008,3652367260,303417269919,001849278297,298-979-887-191,PRC-1000136
EMP-PGS-0138,LYRA,L.,TORRES,,1975-08-27,"Pagsanjan, Laguna",Female,Married,O-,Filipino,lyra.torres@pagsanjan.gov.ph,091711052869,049-501-1137,Municipal Health Office,Mun. Health Officer,Permanent,2021-01-01,SG-21,Step 3,610,Mabini St.,Maulawin,Pagsanjan,Laguna,4008,9532866386,968735780356,070041589122,446-845-736-482,PRC-1000137
EMP-PGS-0139,MA.,GUADALUPE E.,RUFINO,,1991-01-08,"Pagsanjan, Laguna",Male,Married,A-,Filipino,ma.rufino@pagsanjan.gov.ph,091713249112,049-501-1138,Municipal Treasury Office,RCC II,Permanent,2021-01-01,SG-7,Step 6,19,Del Pilar St.,Maulawin,Pagsanjan,Laguna,4008,1844543045,572721800089,098111378968,829-128-199-523,PRC-3984640
EMP-PGS-0140,MA.,IMELDA D.,ALMERA,,1981-03-28,"Pagsanjan, Laguna",Male,Married,B+,Filipino,ma.almera@pagsanjan.gov.ph,091715729220,(049) 501-1004,Municipal Social Welfare and Development Office,Daycare Worker I,Permanent,2021-01-01,SG-5,Step 2,520,Rizal St.,Sampaloc,Pagsanjan,Laguna,4008,1517218381,486468634536,025689454314,838-134-684-096,PRC-1000139
EMP-PGS-0141,MA.,REMILY,PARONDA,,1974-03-13,"Pagsanjan, Laguna",Female,Married,B+,Filipino,ma.paronda@pagsanjan.gov.ph,091712634107,049-501-1140,Municipal Social Welfare and Development Office,Daycare Worker I,Permanent,2021-01-01,SG-1,Step 7,374,Quezon Ave.,Sabang,Pagsanjan,Laguna,4008,0757540659,248532121707,048902046668,942-656-857-940,PRC-1000140
EMP-PGS-0142,MA.,SHIERA,FEROL,,1979-11-20,"Pagsanjan, Laguna",Male,Single,B-,Filipino,ma.ferol@pagsanjan.gov.ph,09179873422,049-501-1141,Office of the Vice Mayor,Private Sec. I,Permanent,2021-01-01,SG-5,Step 8,926,Quezon Ave.,Sampaloc,Pagsanjan,Laguna,4008,4298500178,586878119267,049164689004,869-591-017-067,PRC-1000141
EMP-PGS-0143,MADELINE,M.,CABREGA,,1996-04-26,"Pagsanjan, Laguna",Female,Separated,AB-,Filipino,madeline.cabrega@pagsanjan.gov.ph,091713957183,049-501-1142,Municipal Treasury Office,Admin. Aide III,Permanent,2021-01-01,SG-6,Step 7,990,Burgos St.,Binan,Pagsanjan,Laguna,4008,5061203569,446339600730,064661673284,883-367-432-775,PRC-1000142
EMP-PGS-0144,MARCEL,JOHN M.,VELASCO,,1977-10-06,"Pagsanjan, Laguna",Male,Separated,O-,Filipino,marcel.velasco@pagsanjan.gov.ph,091716018372,049-501-1143,Municipal Accounting Office,Mgt. and Audit Analyst,Permanent,2021-01-01,SG-2,Step 2,292,Mabini St.,Calaan,Pagsanjan,Laguna,4008,5117111264,518568757893,048566129081,714-280-062-985,PRC-1000143
EMP-PGS-0145,MARGIE,K.,TORRALBA,,1976-03-11,"Pagsanjan, Laguna",Female,Separated,A-,Filipino,margie.torralba@pagsanjan.gov.ph,091714983962,049-501-1144,Municipal Assessor Office,Admin. Aide III,Permanent,2021-01-01,SG-4,Step 8,906,Del Pilar St.,Poblacion,Pagsanjan,Laguna,4008,8676404868,117792669848,011055869418,535-755-155-903,PRC-1000144
EMP-PGS-0146,MARIA,YZOBELLE C.,CABALLES,,1988-08-12,"Pagsanjan, Laguna",Female,Separated,A-,Filipino,maria.caballes@pagsanjan.gov.ph,091713762839,049-501-1145,Municipal Health Office,Nurse I,Permanent,2021-01-01,SG-1,Step 6,954,Mabini St.,Sampaloc,Pagsanjan,Laguna,4008,5835789810,384278948024,030436674511,661-728-650-735,PRC-1000145
EMP-PGS-0147,MARILIZ,M.,TRINIDAD,,1995-02-16,"Pagsanjan, Laguna",Female,Widowed,AB-,Filipino,mariliz.trinidad@pagsanjan.gov.ph,091712680702,049-501-1146,Office of the Vice Mayor,Admin Aide I,Job Order,2021-01-01,SG-3,Step 8,460,Rizal St.,San Isidro,Pagsanjan,Laguna,4008,5562171664,219392884043,066688324409,675-640-883-739,PRC-3980659
EMP-PGS-0148,MARIZ,S. DELA,CRUZ,,1970-04-11,"Pagsanjan, Laguna",Female,Married,AB+,Filipino,mariz.cruz@pagsanjan.gov.ph,091717858698,(049) 501-7836,Municipal Budget Office,Budget Officer I,Permanent,2021-01-01,SG-19,Step 4,309,Mabini St.,Poblacion,Pagsanjan,Laguna,4008,4025342304,234887229167,071744785682,255-629-339-618,PRC-1000147
EMP-PGS-0149,MARIZ,,TORRES,,1990-01-14,"Pagsanjan, Laguna",Female,Single,AB-,Filipino,mariz.torres@pagsanjan.gov.ph,091710375224,(049) 501-4008,Municipal Planning and Development Office,Admin Aide I,Job Order,2021-01-01,SG-8,Step 1,648,Quezon Ave.,Calaan,Pagsanjan,Laguna,4008,6832677834,383651143902,066461826728,220-560-718-413,PRC-1000148
EMP-PGS-0150,MARK,JOSEPH,BALOTA,,1974-02-09,"Pagsanjan, Laguna",Male,Separated,B+,Filipino,mark.balota@pagsanjan.gov.ph,091715402746,049-501-1149,Municipal Engineering Office,Admin Aide I,Casual,2021-01-01,SG-2,Step 6,70,Rizal St.,Lambac,Pagsanjan,Laguna,4008,9994819777,118033521927,057326523988,764-906-088-877,PRC-1000149
