employee_id,first_name,middle_name,last_name,suffix,birth_date,place_of_birth,sex,civil_status,blood_type,citizenship,email,mobile_number,landline_number,department,designation,employment_status,appointment_date,salary_grade,step_increment,house_no,street,barangay,city,province,zip_code,gsis_no,philhealth_no,pagibig_no,tin_no,license_no
EMP-PGS-0022,ARLENE,P.,JAVIER,,1979-09-28,"Pagsanjan, Laguna",Female,Separated,O+,Filipino,arlene.javier@pagsanjan.gov.ph,091716512487,049-501-1021,Sangguniang Bayan Secretariat,Admin. Asst. II,Permanent,2021-01-01,SG-8,Step 5,434,J.P. Rizal St.,Calaan,Pagsanjan,Laguna,4008,2348439988,954292817342,043459421690,108-034-229-978,PRC-9835370
EMP-PGS-0023,ARLENE,U.,RIVERA,,1990-09-01,"Pagsanjan, Laguna",Female,Single,A+,Filipino,arlene.rivera@pagsanjan.gov.ph,091716644360,049-501-1022,Municipal Assessor Office,Assessment Clerk III,Permanent,2021-01-01,SG-1,Step 1,599,J.P. Rizal St.,Buboy,Pagsanjan,Laguna,4008,5629443982,884914228632,019277146774,486-678-215-061,PRC-1000022
EMP-PGS-0024,ARLIE,R.,ALLANO,,1976-06-25,"Pagsanjan, Laguna",Male,Single,B+,Filipino,arlie.allano@pagsanjan.gov.ph,091713690504,(049) 501-8419,Municipal Treasury Office,Admin. Aide III,Permanent,2021-01-01,SG-3,Step 4,414,Mabini St.,Casinsin,Pagsanjan,Laguna,4008,5152070021,848190215680,093792875749,427-597-329-722,PRC-1000023
EMP-PGS-0025,MANSLEY,G.,KIMHOKO,,1988-03-07,"Pagsanjan, Laguna",Male,Single,AB+,Filipino,mansley.kimhoko@pagsanjan.gov.ph,091714706447,049-501-1024,Municipal Treasury Office,Mun. Tourism Operations Officer,Permanent,2021-01-01,SG-24,Step 6,958,Bonifacio St.,Binan,Pagsanjan,Laguna,4008,6820430991,440852234960,088683209948,278-513-660-906,PRC-1000024
EMP-PGS-0026,BELEN,V.,YANEZA,,1977-12-09,"Pagsanjan, Laguna",Female,Widowed,AB+,Filipino,belen.yaneza@pagsanjan.gov.ph,091714845212,(049) 501-1602,Sangguniang Bayan,Admin Officer V,Permanent,2021-01-01,SG-19,Step 8,324,Mabini St.,Poblacion,Pagsanjan,Laguna,4008,3464155773,972538485508,029316803403,739-460-340-759,PRC-1000025
EMP-PGS-0027,BOBBY,B.,GOJAS,,1987-05-12,"Pagsanjan, Laguna",Female,Single,A-,Filipino,bobby.gojas@pagsanjan.gov.ph,091714420617,049-501-1026,Municipal Disaster Risk Reduction and Management Office,Admin. Aide IV,Permanent,2021-01-01,SG-8,Step 5,136,Del Pilar St.,San Isidro,Pagsanjan,Laguna,4008,4689000700,828897467162,040590900105,384-204-790-163,PRC-1000026
EMP-PGS-0028,BON,TAG-ANI V.,QUISMUNDO,,1999-07-25,"Pagsanjan, Laguna",Male,Widowed,A+,Filipino,bon.quismundo@pagsanjan.gov.ph,091713500363,049-501-1027,Municipal Budget Office,Admin. Aide IV,Permanent,2021-01-01,SG-8,Step 5,955,Mabini St.,Calaan,Pagsanjan,Laguna,4008,3352634665,390991909903,026442637935,207-907-979-245,PRC-1000027
EMP-PGS-0029,BON-TAG,,ANI-QUISMUNDO,,1989-04-10,"Pagsanjan, Laguna",Female,Single,B+,Filipino,bontag.aniquismundo@pagsanjan.gov.ph,091713461118,(049) 501-8586,Office of the Municipal Administrator,Admin Aide I,Job Order,2021-01-01,SG-10,Step 4,735,Del Pilar St.,Binan,Pagsanjan,Laguna,4008,6235026222,424908567595,052228308703,916-535-313-494,PRC-1000028
EMP-PGS-0030,CANDY,LOU DEL,ROSARIO,,1996-03-10,"Pagsanjan, Laguna",Female,Single,AB-,Filipino,candy.rosario@pagsanjan.gov.ph,091715840953,(049) 501-1598,Municipal Planning and Development Office,Admin Aide I,Job Order,2021-01-01,SG-1,Step 2,650,Real St.,Maulawin,Pagsanjan,Laguna,4008,5154544290,569238997670,022927446256,144-395-258-472,PRC-5807853
EMP-PGS-0031,CARA,M.,MANAO,,1986-12-02,"Pagsanjan, Laguna",Female,Married,O+,Filipino,cara.manao@pagsanjan.gov.ph,091710293546,(049) 501-8873,Municipal Treasury Office,Admin. Aide III,Permanent,2021-01-01,SG-6,Step 7,575,Rizal St.,San Isidro,Pagsanjan,Laguna,4008,9286457250,272260308782,005647050945,046-383-782-580,PRC-6159798
EMP-PGS-0032,CARMELA,S.,JAVERINA,,1970-12-12,"Pagsanjan, Laguna",Female,Single,B+,Filipino,carmela.javerina@pagsanjan.gov.ph,091710005346,049-501-1031,Municipal Health Office,Sanitary Inspector II,Permanent,2021-01-01,SG-6,Step 3,441,Burgos St.,Poblacion,Pagsanjan,Laguna,4008,2902916818,125821252875,092453778750,412-870-783-176,PRC-1000031
EMP-PGS-0033,CHERIELYN,C.,VALDEABELLA,,1970-01-07,"Pagsanjan, Laguna",Female,Single,A+,Filipino,cherielyn.valdeabella@pagsanjan.gov.ph,091713244804,049-501-1032,Municipal Treasury Office,RCC II,Permanent,2021-01-01,SG-4,Step 4,683,Mabini St.,Sampaloc,Pagsanjan,Laguna,4008,1740683180,818797486640,020846170774,161-499-357-746,PRC-1000032
EMP-PGS-0034,CHERRY,A.,BULIGAN,,1994-08-12,"Pagsanjan, Laguna",Female,Single,AB+,Filipino,cherry.buligan@pagsanjan.gov.ph,091714396328,049-501-1033,Municipal Agriculture Office,Agriculturist I,Permanent,2021-01-01,SG-3,Step 4,886,Burgos St.,Calaan,Pagsanjan,Laguna,4008,4064446072,347170575069,089669023429,820-253-305-656,PRC-1000033
EMP-PGS-0035,CHERRY,ANN R.,PRIOLA,,1997-08-13,"Pagsanjan, Laguna",Female,Widowed,AB+,Filipino,cherry.priola@pagsanjan.gov.ph,091715540973,049-501-1034,Municipal Health Office,Computer Operator IV,Permanent,2021-01-01,SG-4,Step 5,164,Mabini St.,Lambac,Pagsanjan,Laguna,4008,5355988230,088685888832,015166880768,046-132-778-166,PRC-1000034
EMP-PGS-0036,CHRISTA,MARISSE P.,JAVAN,,1987-12-10,"Pagsanjan, Laguna",Female,Single,B-,Filipino,christa.javan@pagsanjan.gov.ph,091710560012,(049) 501-3209,Municipal Accounting Office,Admin. Aide III,Permanent,2021-01-01,SG-6,Step 6,313,Quezon Ave.,Binan,Pagsanjan,Laguna,4008,7417964653,692345475779,071844264282,475-690-643-190,PRC-2331786
EMP-PGS-0037,CHRISTIAN,,ABRANTES,,1996-04-11,"Pagsanjan, Laguna",Male,Single,O+,Filipino,christian.abrantes@pagsanjan.gov.ph,091716842789,049-501-1036,Municipal Treasury Office,Admin Aide I,Casual,2021-01-01,SG-9,Step 7,696,Del Pilar St.,Poblacion,Pagsanjan,Laguna,4008,8919030242,386257977215,090012354314,880-374-410-972,PRC-4198447
EMP-PGS-0038,CHRISTOPHER,,TOBIAS,,1971-06-28,"Pagsanjan, Laguna",Female,Widowed,A+,Filipino,christopher.tobias@pagsanjan.gov.ph,091712636169,(049) 501-8773,Office of the Municipal Mayor,Admin. Aide III,Permanent,2021-01-01,SG-6,Step 6,747,Del Pilar St.,Lambac,Pagsanjan,Laguna,4008,7131774458,617426184263,025763914636,377-183-001-467,PRC-1000037
EMP-PGS-0039,DANICA,JOY D.,TERANTE,,1971-03-16,"Pagsanjan, Laguna",Female,Separated,B-,Filipino,danica.terante@pagsanjan.gov.ph,091717717832,(049) 501-5236,General Services Office,Admin. Aide III,Permanent,2021-01-01,SG-6,Step 1,533,Quezon Ave.,Sampaloc,Pagsanjan,Laguna,4008,6654049204,584107585197,035052817246,389-138-477-243,PRC-1000038
EMP-PGS-0040,DANIEL,,BUNGABONG,,2000-06-08,"Pagsanjan, Laguna",Female,Single,O-,Filipino,daniel.bungabong@pagsanjan.gov.ph,091712043681,049-501-1039,Office of the Municipal Mayor,Admin Aide I,Casual,2021-01-01,SG-2,Step 5,520,Bonifacio St.,Lambac,Pagsanjan,Laguna,4008,3700688009,289511461544,085574735252,828-134-664-959,PRC-1000039
EMP-PGS-0041,DANILO,,ADVINCULA,Jr.,1992-12-09,"Pagsanjan, Laguna",Male,Married,AB+,Filipino,danilo.advincula@pagsanjan.gov.ph,091710892401,049-501-1040,Office of the Municipal Mayor,Personal Driver,Permanent,2021-01-01,SG-7,Step 3,631,Bonifacio St.,Lambac,Pagsanjan,Laguna,4008,9582897317,973841999524,028335126986,662-388-371-135,PRC-1000040
EMP-PGS-0042,DANVIN,D.,RANOJO,,1982-08-09,"Pagsanjan, Laguna",Male,Separated,O-,Filipino,danvin.ranojo@pagsanjan.gov.ph,091711803903,049-501-1041,Local Youth and Sports Development Office,Admin. Aide III,Permanent,2021-01-01,SG-6,Step 4,524,J.P. Rizal St.,Calaan,Pagsanjan,Laguna,4008,7371868789,084963597905,008770764719,108-415-530-164,PRC-1000041
EMP-PGS-0043,DECEBELL,,CADAVEZ,,1978-02-07,"Pagsanjan, Laguna",Male,Single,O-,Filipino,decebell.cadavez@pagsanjan.gov.ph,091717146850,(049) 501-2474,Office of the Municipal Mayor,Private Sec. II,Permanent,2021-01-01,SG-4,Step 5,231,Quezon Ave.,Calaan,Pagsanjan,Laguna,4008,4001811562,496353786407,058639161294,439-023-997-586,PRC-1936176
EMP-PGS-0044,DENIEL,S.,LUBUGUIN,,1975-08-02,"Pagsanjan, Laguna",Male,Single,AB-,Filipino,deniel.lubuguin@pagsanjan.gov.ph,091713087898,049-501-1043,Municipal Accounting Office,Admin. Aide III,Permanent,2021-01-01,SG-4,Step 7,507,Real St.,Binan,Pagsanjan,Laguna,4008,0818161813,239622419864,002195744124,353-685-207-701,PRC-4964268
EMP-PGS-0045,DENNIS,DALE V.,GONZALES,,1983-07-15,"Pagsanjan, Laguna",Male,Single,A-,Filipino,dennis.gonzales@pagsanjan.gov.ph,091714571584,049-501-1044,Sangguniang Bayan,SB Member,Permanent,2021-01-01,SG-18,Step 3,824,J.P. Rizal St.,Poblacion,Pagsanjan,Laguna,4008,3173204823,438024181359,073867086971,118-815-464-292,PRC-1000044
EMP-PGS-0046,DIANA,D.,GARCIA,,1980-03-06,"Pagsanjan, Laguna",Female,Single,A-,Filipino,diana.garcia@pagsanjan.gov.ph,091714729651,049-501-1045,Office of the Vice Mayor,Admin. Aide I,Permanent,2021-01-01,SG-8,Step 6,973,J.P. Rizal St.,Casinsin,Pagsanjan,Laguna,4008,7668268205,479947260453,049743536136,242-646-840-757,PRC-1000045
EMP-PGS-0047,DINO,PAOLO L.,GUAN,,1977-10-28,"Pagsanjan, Laguna",Female,Separated,B+,Filipino,dino.guan@pagsanjan.gov.ph,091714872357,049-501-1046,Municipal Civil Registrar,Clerk IV,Permanent,2021-01-01,SG-8,Step 8,266,Quezon Ave.,Maulawin,Pagsanjan,Laguna,4008,6730181968,741364386944,022134643418,056-062-009-249,PRC-1000046
EMP-PGS-0048,DORIE,P.,LERON,,1970-10-13,"Pagsanjan, Laguna",Male,Single,O+,Filipino,dorie.leron@pagsanjan.gov.ph,091715068925,049-501-1047,Municipal Social Welfare and Development Office,Admin. Aide III,Permanent,2021-01-01,SG-5,Step 4,279,Del Pilar St.,Sampaloc,Pagsanjan,Laguna,4008,4343025959,312680176337,015267133097,870-854-023-063,PRC-1000047
EMP-PGS-0049,EDWIN,P.,ELUM,,1982-07-02,"Pagsanjan, Laguna",Male,Separated,B+,Filipino,edwin.elum@pagsanjan.gov.ph,091715549378,049-501-1048,Municipal Environment and Natural Resources Office,Laborer II,Permanent,2021-01-01,SG-2,Step 7,418,Del Pilar St.,Buboy,Pagsanjan,Laguna,4008,5124889587,131163942916,010376906093,438-241-785-337,PRC-1000048
EMP-PGS-0050,EJAY,EMERSON Q.,JAVINIAR,,1991-12-13,"Pagsanjan, Laguna",Male,Single,AB+,Filipino,ejay.javiniar@pagsanjan.gov.ph,091714954989,049-501-1049,Municipal Agriculture Office,Admin. Aide III,Permanent,2021-01-01,SG-3,Step 7,489,Rizal St.,Sampaloc,Pagsanjan,Laguna,4008,4611883597,698584586203,012316157405,914-913-766-498,PRC-1000049
