employee_id,first_name,middle_name,last_name,suffix,birth_date,place_of_birth,sex,civil_status,blood_type,citizenship,email,mobile_number,landline_number,department,designation,employment_status,appointment_date,salary_grade,step_increment,house_no,street,barangay,city,province,zip_code,gsis_no,philhealth_no,pagibig_no,tin_no,license_no
EMP-PGS-0061,FEBRALYN,Q.,MOLON,,1976-08-14,"Pagsanjan, Laguna",Female,Widowed,AB-,Filipino,febralyn.molon@pagsanjan.gov.ph,091716890146,049-501-1060,Bids and Awards Committee,BAC Sec./ Admin Officer IV,Permanent,2021-01-01,SG-24,Step 5,331,Quezon Ave.,San Isidro,Pagsanjan,Laguna,4008,0817109140,044687489381,018618491437,612-762-897-748,PRC-1000060
EMP-PGS-0062,FELVIC,Z.,QUIZON,,1982-08-13,"Pagsanjan, Laguna",Male,Single,AB+,Filipino,felvic.quizon@pagsanjan.gov.ph,091714867108,049-501-1061,Municipal Accounting Office,Admin. Aide IV,Permanent,2021-01-01,SG-7,Step 6,187,J.P. Rizal St.,Binan,Pagsanjan,Laguna,4008,3794137316,748390443401,054528275321,788-865-077-358,PRC-1000061
EMP-PGS-0063,FERNANDO,P.,ELLEAZAR,,1990-07-13,"Pagsanjan, Laguna",Male,Widowed,A+,Filipino,fernando.elleazar@pagsanjan.gov.ph,091714393420,049-501-1062,Municipal Treasury Office,Laborer II,Permanent,2021-01-01,SG-4,Step 2,248,Real St.,Sabang,Pagsanjan,Laguna,4008,9627925085,333762050978,028039133078,361-911-703-459,PRC-1000062
EMP-PGS-0064,FLORANTE,P.,JOSE,,1995-01-01,"Pagsanjan, Laguna",Male,Separated,AB-,Filipino,florante.jose@pagsanjan.gov.ph,091711555443,049-501-1063,Municipal Treasury Office,Admin. Aide IV,Permanent,2021-01-01,SG-4,Step 5,227,Real St.,Binan,Pagsanjan,Laguna,4008,6270991506,629284121055,052211384313,805-264-383-886,PRC-1000063
EMP-PGS-0065,FRANCHESCA,A.,LAVA,,1998-05-20,"Pagsanjan, Laguna",Female,Widowed,AB+,Filipino,franchesca.lava@pagsanjan.gov.ph,091713786923,049-501-1064,Municipal Engineering Office,Admin. Aide III,Permanent,2021-01-01,SG-5,Step 6,720,J.P. Rizal St.,Maulawin,Pagsanjan,Laguna,4008,8477358743,967338586911,073033320370,282-156-549-722,PRC-1000064
EMP-PGS-0066,FRANCIS,CROMWELL C.,LAVA,,1989-02-24,"Pagsanjan, Laguna",Male,Single,O-,Filipino,francis.lava@pagsanjan.gov.ph,091715869885,(049) 501-4696,Sangguniang Bayan Secretariat,Bookbinder IV,Permanent,2021-01-01,SG-9,Step 3,197,Quezon Ave.,Sabang,Pagsanjan,Laguna,4008,5355018860,952486984778,080086870432,471-302-764-313,PRC-1000065
EMP-PGS-0067,FRANCISCO,L.,TOBIAS,,1977-06-09,"Pagsanjan, Laguna",Male,Single,O+,Filipino,francisco.tobias@pagsanjan.gov.ph,091714273050,049-501-1066,General Services Office,Admin. Aide III,Permanent,2021-01-01,SG-4,Step 5,233,Del Pilar St.,Calaan,Pagsanjan,Laguna,4008,4391578010,879078265850,020788785352,224-714-000-798,PRC-1000066
EMP-PGS-0068,FRANCISCO,,ROLDAN,,1973-08-15,"Pagsanjan, Laguna",Male,Single,A+,Filipino,francisco.roldan@pagsanjan.gov.ph,091714899012,049-501-1067,Municipal Cemetery Office,Laborer II,Permanent,2021-01-01,SG-3,Step 8,106,Rizal St.,Casinsin,Pagsanjan,Laguna,4008,1421815868,412139050867,058636954363,348-818-558-270,PRC-1000067
EMP-PGS-0069,FRENZIE,,GARANTUZA,,1984-03-28,"Pagsanjan, Laguna",Male,Single,O+,Filipino,frenzie.garantuza@pagsanjan.gov.ph,091710626260,049-501-1068,Municipal Accounting Office,Admin Aide I,Casual,2021-01-01,SG-8,Step 2,842,Mabini St.,Lambac,Pagsanjan,Laguna,4008,8943058695,929639818354,054329802281,418-572-468-308,PRC-1000068
EMP-PGS-0070,GELSON,,SAMPANG,,1986-09-27,"Pagsanjan, Laguna",Female,Single,B+,Filipino,gelson.sampang@pagsanjan.gov.ph,091710333310,(049) 501-2402,Municipal Assessor Office,Admin Aide I,Casual,2021-01-01,SG-10,Step 5,88,Quezon Ave.,San Isidro,Pagsanjan,Laguna,4008,3569459369,696424289180,027482036227,051-982-809-925,PRC-1000069
EMP-PGS-0071,GELZON,F.,SAMPANG,,1984-06-24,"Pagsanjan, Laguna",Female,Married,AB+,Filipino,gelzon.sampang@pagsanjan.gov.ph,091714673392,049-501-1070,Municipal Health Office,Data Encoder III,Permanent,2021-01-01,SG-8,Step 5,881,Real St.,Maulawin,Pagsanjan,Laguna,4008,9007858254,793769535262,022486250631,860-300-815-282,PRC-1000070
EMP-PGS-0072,GENESIS,JOY N.,SUTARE,,1970-10-20,"Pagsanjan, Laguna",Male,Single,A-,Filipino,genesis.sutare@pagsanjan.gov.ph,091711341445,049-501-1071,Municipal Engineering Office,Admin. Aide III,Permanent,2021-01-01,SG-4,Step 4,271,Mabini St.,Calaan,Pagsanjan,Laguna,4008,5486386587,642335268283,051572281157,962-706-446-073,PRC-1000071
EMP-PGS-0073,GERLIE,A.,PAMON,,1973-10-18,"Pagsanjan, Laguna",Female,Separated,AB-,Filipino,gerlie.pamon@pagsanjan.gov.ph,09179722254,049-501-1072,Municipal Social Welfare and Development Office,Social Welfare Aide I,Permanent,2021-01-01,SG-8,Step 5,34,Quezon Ave.,Maulawin,Pagsanjan,Laguna,4008,5099765491,008542555759,023977203746,095-556-655-372,PRC-1000072
EMP-PGS-0074,GERLIE,B.,JUAREZ,,1989-02-26,"Pagsanjan, Laguna",Female,Single,AB-,Filipino,gerlie.juarez@pagsanjan.gov.ph,09179372675,(049) 501-4193,Sangguniang Bayan,Admin. Aide III,Permanent,2021-01-01,SG-4,Step 5,807,Quezon Ave.,Lambac,Pagsanjan,Laguna,4008,4762892790,706143269731,052489465767,079-529-746-418,PRC-7753777
EMP-PGS-0075,GLORIANA,ELIS B.,GOMA,,1984-08-11,"Pagsanjan, Laguna",Female,Married,O+,Filipino,gloriana.goma@pagsanjan.gov.ph,091714785317,049-501-1074,Municipal Health Office,Admin Aide I,Job Order,2021-01-01,SG-2,Step 1,170,Bonifacio St.,Casinsin,Pagsanjan,Laguna,4008,9072234349,375660814056,028794999131,217-272-509-514,PRC-1000074
EMP-PGS-0076,HAROLD,L.,EREÑO,,1983-07-26,"Pagsanjan, Laguna",Male,Single,AB-,Filipino,harold.ereno@pagsanjan.gov.ph,091711609036,049-501-1075,Municipal Engineering Office,Admin. Aide III,Permanent,2021-01-01,SG-6,Step 5,513,J.P. Rizal St.,Sabang,Pagsanjan,Laguna,4008,4209862206,800488710675,034849521854,044-635-353-372,PRC-9409678
EMP-PGS-0077,HERLYN,A.,CABALLES,,1973-03-26,"Pagsanjan, Laguna",Female,Separated,O-,Filipino,herlyn.caballes@pagsanjan.gov.ph,091714633347,049-501-1076,Municipal Accounting Office,Admin. Aide IV,Permanent,2021-01-01,SG-4,Step 2,235,Rizal St.,Maulawin,Pagsanjan,Laguna,4008,7153546344,928242615057,017371939796,041-778-761-714,PRC-1000076
EMP-PGS-0078,HERMAR,E.,LIMUACO,,1994-12-23,"Pagsanjan, Laguna",Male,Separated,O+,Filipino,hermar.limuaco@pagsanjan.gov.ph,091714318299,(049) 501-5114,Human Resource Management Office,MGDH I,Permanent,2021-01-01,SG-24,Step 7,651,J.P. Rizal St.,San Isidro,Pagsanjan,Laguna,4008,5183657705,896923925727,074788131556,650-521-282-504,PRC-1000077
EMP-PGS-0079,HERMINIO,C.,WATSON,,1993-03-21,"Pagsanjan, Laguna",Male,Single,B+,Filipino,herminio.watson@pagsanjan.gov.ph,091712805625,049-501-1078,Municipal Health Office,Admin. Aide III,Permanent,2021-01-01,SG-6,Step 5,679,Real St.,Buboy,Pagsanjan,Laguna,4008,9676866760,809892186340,070957887504,981-167-368-646,PRC-4643493
EMP-PGS-0080,HERMINIO,,WATSHON,,1991-02-06,"Pagsanjan, Laguna",Male,Single,AB+,Filipino,herminio.watshon@pagsanjan.gov.ph,091710083260,049-501-1079,Municipal Health Office,Admin Aide I,Casual,2021-01-01,SG-1,Step 8,424,Rizal St.,Binan,Pagsanjan,Laguna,4008,5179866573,036840957555,041758097779,995-290-141-120,PRC-1000079
EMP-PGS-0081,Hercules,,Glodoveza,,1980-01-17,"Pagsanjan, Laguna",Male,Separated,A+,Filipino,hercules.glodoveza@pagsanjan.gov.ph,091715328472,(049) 501-5111,Municipal Disaster Risk Reduction and Management Office,Admin Aide I,Job Order,2021-01-01,SG-9,Step 3,950,Bonifacio St.,Sabang,Pagsanjan,Laguna,4008,9991137590,256098244852,091152901531,139-653-936-525,PRC-1000080
EMP-PGS-0082,IRENE,A.,TAMONDONG,,1978-04-14,"Pagsanjan, Laguna",Female,Single,B-,Filipino,irene.tamondong@pagsanjan.gov.ph,09179507867,049-501-1081,Municipal Treasury Office,LRCO III,Permanent,2021-01-01,SG-5,Step 1,566,Real St.,San Isidro,Pagsanjan,Laguna,4008,2040215826,224257895920,027690375288,267-009-561-176,PRC-1000081
EMP-PGS-0083,JACQUILOU,,DIMARANAN,,1983-12-27,"Pagsanjan, Laguna",Female,Single,A-,Filipino,jacquilou.dimaranan@pagsanjan.gov.ph,091717843944,049-501-1082,Municipal Treasury Office,Admin Aide I,Casual,2021-01-01,SG-2,Step 3,511,Bonifacio St.,Buboy,Pagsanjan,Laguna,4008,4091781034,165086494111,022719363670,004-240-311-658,PRC-1000082
EMP-PGS-0084,JAIME,,PANGUITO,,1986-08-21,"Pagsanjan, Laguna",Male,Separated,B-,Filipino,jaime.panguito@pagsanjan.gov.ph,091711061143,049-501-1083,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-3,Step 7,196,Burgos St.,San Isidro,Pagsanjan,Laguna,4008,1999081619,059378582958,002362715572,857-962-000-095,PRC-1000083
EMP-PGS-0085,JANUARIO,FERRY G.,GARCIA,,1976-12-10,"Pagsanjan, Laguna",Male,Widowed,A+,Filipino,januario.garcia@pagsanjan.gov.ph,091713566755,(049) 501-2766,Office of the Municipal Mayor,Municipal Mayor,Permanent,2021-01-01,SG-19,Step 8,887,Burgos St.,Sabang,Pagsanjan,Laguna,4008,8206867755,292940164181,097277764934,579-868-241-703,PRC-1000084
EMP-PGS-0086,JAY,ARR P.,MANALO,,1999-12-09,"Pagsanjan, Laguna",Male,Separated,AB-,Filipino,jay.manalo@pagsanjan.gov.ph,091710550580,049-501-1085,Municipal Treasury Office,Admin. Aide III,Permanent,2021-01-01,SG-4,Step 4,586,Real St.,Binan,Pagsanjan,Laguna,4008,7230048062,767982926185,047173078278,459-742-752-639,PRC-1000085
EMP-PGS-0087,JAY,G.,ALMONTERO,,1977-08-11,"Pagsanjan, Laguna",Male,Separated,AB+,Filipino,jay.almontero@pagsanjan.gov.ph,09179735300,049-501-1086,Municipal Environment and Natural Resources Office,Driver II,Permanent,2021-01-01,SG-11,Step 3,508,Rizal St.,Calaan,Pagsanjan,Laguna,4008,8133343374,747453130371,030551872712,082-262-281-940,PRC-1000086
EMP-PGS-0088,JAYRALD,S.,CABREGA,,1990-11-02,"Pagsanjan, Laguna",Male,Single,AB-,Filipino,jayrald.cabrega@pagsanjan.gov.ph,091714944778,(049) 501-6650,Municipal Assessor Office,Admin. Aide IV,Permanent,2021-01-01,SG-7,Step 1,740,Burgos St.,Lambac,Pagsanjan,Laguna,4008,8199929782,276206848269,054016764595,565-695-088-676,PRC-1000087
EMP-PGS-0089,JAYSON,,AZULA,,1990-09-20,"Pagsanjan, Laguna",Female,Widowed,O-,Filipino,jayson.azula@pagsanjan.gov.ph,091713683142,049-501-1088,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-7,Step 2,873,Del Pilar St.,Buboy,Pagsanjan,Laguna,4008,3477326767,409553281057,097954372881,085-313-633-880,PRC-1000088
EMP-PGS-0090,JEFFERSON,,CABREZA,,1974-01-14,"Pagsanjan, Laguna",Male,Single,AB-,Filipino,jefferson.cabreza@pagsanjan.gov.ph,091713835936,049-501-1089,Municipal Engineering Office,Admin Aide I,Casual,2021-01-01,SG-1,Step 2,241,Bonifacio St.,Binan,Pagsanjan,Laguna,4008,2438475859,505232998800,082539143877,431-663-423-129,PRC-1000089
EMP-PGS-0091,JENNY,P.,BRIONES,,1987-12-03,"Pagsanjan, Laguna",Female,Single,A-,Filipino,jenny.briones@pagsanjan.gov.ph,091711447792,049-501-1090,Municipal Accounting Office,Admin. Aide III,Permanent,2021-01-01,SG-5,Step 1,48,Del Pilar St.,Poblacion,Pagsanjan,Laguna,4008,5577068080,587488219686,027372223415,553-773-430-609,PRC-1000090
EMP-PGS-0092,JERICO,J.,CALCETAS,,1999-05-14,"Pagsanjan, Laguna",Male,Separated,B+,Filipino,jerico.calcetas@pagsanjan.gov.ph,091711157594,(049) 501-1275,Municipal Planning and Development Office,Zoning Officer I,Permanent,2021-01-01,SG-16,Step 7,635,Quezon Ave.,Sabang,Pagsanjan,Laguna,4008,5839362797,659318568006,068924012313,122-679-998-666,PRC-1000091
EMP-PGS-0093,JEROME,A.,LAVA,,1982-02-16,"Pagsanjan, Laguna",Male,Widowed,AB-,Filipino,jerome.lava@pagsanjan.gov.ph,091711045343,(049) 501-9154,Municipal Disaster Risk Reduction and Management Office,Bookbinder III,Permanent,2021-01-01,SG-1,Step 8,923,Bonifacio St.,Buboy,Pagsanjan,Laguna,4008,6032321623,360673895600,007758223836,478-179-047-151,PRC-3569835
EMP-PGS-0094,JESSA,C.,MANALASTAS,,1981-09-13,"Pagsanjan, Laguna",Female,Widowed,O+,Filipino,jessa.manalastas@pagsanjan.gov.ph,091715086392,049-501-1093,Municipal Assessor Office,Assessment Clerk II,Permanent,2021-01-01,SG-7,Step 5,468,Bonifacio St.,Binan,Pagsanjan,Laguna,4008,0003917160,624177143111,000894876970,851-146-663-439,PRC-1000093
EMP-PGS-0095,JESSELE,MAE A.,CONECHADO,,1988-04-02,"Pagsanjan, Laguna",Female,Single,A-,Filipino,jessele.conechado@pagsanjan.gov.ph,091712631618,(049) 501-4648,Municipal Environment and Natural Resources Office,Admin. Aide III,Permanent,2021-01-01,SG-5,Step 5,717,Bonifacio St.,Poblacion,Pagsanjan,Laguna,4008,2199228444,815789595418,027021233684,682-986-498-759,PRC-1000094
EMP-PGS-0096,JOAL,C.,GUAN,,2000-07-01,"Pagsanjan, Laguna",Male,Single,AB-,Filipino,joal.guan@pagsanjan.gov.ph,09179779712,049-501-1095,Municipal Treasury Office,Asst. Mun. Treasurer,Permanent,2021-01-01,SG-5,Step 4,622,Del Pilar St.,Binan,Pagsanjan,Laguna,4008,7987741598,545464556340,022527034060,912-297-186-549,PRC-1000095
EMP-PGS-0097,JOAN,A.,AQUINO,,1971-06-11,"Pagsanjan, Laguna",Male,Single,B+,Filipino,joan.aquino@pagsanjan.gov.ph,091711467046,049-501-1096,Municipal Treasury Office,Admin. Aide III,Permanent,2021-01-01,SG-3,Step 5,808,J.P. Rizal St.,Poblacion,Pagsanjan,Laguna,4008,0539087498,001631187004,009719282134,362-852-035-826,PRC-1000096
EMP-PGS-0098,JOANA,PATRIZHA M.,SANTIAGO,,1971-02-23,"Pagsanjan, Laguna",Female,Single,A-,Filipino,joana.santiago@pagsanjan.gov.ph,091713545670,049-501-1097,Municipal Accounting Office,Bookbinder IV,Permanent,2021-01-01,SG-6,Step 7,180,Quezon Ave.,Calaan,Pagsanjan,Laguna,4008,0172364915,073364629573,025786071049,062-253-721-076,PRC-1000097
EMP-PGS-0099,JOANA,PATRIZHA,MERAMBEL,,1975-06-26,"Pagsanjan, Laguna",Female,Single,O-,Filipino,joana.merambel@pagsanjan.gov.ph,091717026646,049-501-1098,Municipal Accounting Office,Admin Aide I,Casual,2021-01-01,SG-5,Step 3,264,J.P. Rizal St.,Maulawin,Pagsanjan,Laguna,4008,0616551600,394535730866,042949384719,977-246-997-603,PRC-1000098
EMP-PGS-0100,JOANNA,,ELIAZAR,,1984-01-10,"Pagsanjan, Laguna",Female,Single,AB-,Filipino,joanna.eliazar@pagsanjan.gov.ph,091716504236,049-501-1099,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-3,Step 4,881,Real St.,Buboy,Pagsanjan,Laguna,4008,2613145343,169530441390,030990101550,851-695-345-864,PRC-1000099
