employee_id,first_name,middle_name,last_name,suffix,birth_date,place_of_birth,sex,civil_status,blood_type,citizenship,email,mobile_number,landline_number,department,designation,employment_status,appointment_date,salary_grade,step_increment,house_no,street,barangay,city,province,zip_code,gsis_no,philhealth_no,pagibig_no,tin_no,license_no
EMP-PGS-0161,MELAROSE,P.,PABILONIA,,1990-11-06,"Pagsanjan, Laguna",Female,Married,O-,Filipino,melarose.pabilonia@pagsanjan.gov.ph,091717148820,049-501-1160,Human Resource Management Office,Bookbinder IV,Permanent,2021-01-01,SG-11,Step 5,256,Mabini St.,Poblacion,Pagsanjan,Laguna,4008,5054841981,240355906860,006675302799,509-354-016-703,PRC-1000160
EMP-PGS-0162,MELISSA,LIARA Z.,LORENZO,,1990-12-12,"Pagsanjan, Laguna",Female,Single,O+,Filipino,melissa.lorenzo@pagsanjan.gov.ph,091715249018,049-501-1161,Municipal Health Office,Midwife III,Permanent,2021-01-01,SG-8,Step 4,627,Bonifacio St.,Sabang,Pagsanjan,Laguna,4008,5617559285,095258996902,004866334511,266-600-111-304,PRC-1000161
EMP-PGS-0163,MELVIN,B.,MADRIAGA,,1995-12-20,"Pagsanjan, Laguna",Male,Married,AB-,Filipino,melvin.madriaga@pagsanjan.gov.ph,09179338935,049-501-1162,Sangguniang Bayan,SB Member,Permanent,2021-01-01,SG-20,Step 6,727,Mabini St.,Buboy,Pagsanjan,Laguna,4008,7248301349,007747320235,015640428819,473-321-682-298,PRC-1000162
EMP-PGS-0164,MELWIN,O.,ALMONTE,,1978-05-19,"Pagsanjan, Laguna",Female,Single,B+,Filipino,melwin.almonte@pagsanjan.gov.ph,091711937489,049-501-1163,Municipal Environment and Natural Resources Office,Admin. Aide III,Permanent,2021-01-01,SG-4,Step 2,206,Burgos St.,Binan,Pagsanjan,Laguna,4008,3436960769,189727234880,030143178040,814-186-966-863,PRC-1000163
EMP-PGS-0165,MICHAEL,FRANCIS,PAILAN,,1970-08-09,"Pagsanjan, Laguna",Male,Widowed,AB-,Filipino,michael.pailan@pagsanjan.gov.ph,091716983118,049-501-1164,Office of the Municipal Mayor,Admin Aide I,Casual,2021-01-01,SG-9,Step 3,627,Mabini St.,San Isidro,Pagsanjan,Laguna,4008,0503359977,263417796438,043995559997,989-724-082-029,PRC-1000164
EMP-PGS-0166,MICHELLE,,CASTILLO,,1992-11-24,"Pagsanjan, Laguna",Female,Single,AB-,Filipino,michelle.castillo@pagsanjan.gov.ph,091711556015,049-501-1165,Municipal Budget Office,Admin Aide I,Casual,2021-01-01,SG-7,Step 2,129,Del Pilar St.,San Isidro,Pagsanjan,Laguna,4008,0380879234,470201171418,059215242109,295-845-037-516,PRC-1000165
EMP-PGS-0167,MINERVA,L.,BOONGALING,,1979-11-20,"Pagsanjan, Laguna",Female,Married,B+,Filipino,minerva.boongaling@pagsanjan.gov.ph,091711206465,049-501-1166,Municipal Treasury Office,Mun. Treasurer,Permanent,2021-01-01,SG-1,Step 2,531,Burgos St.,Maulawin,Pagsanjan,Laguna,4008,9553655720,239760526308,064925113074,591-975-856-898,PRC-0067295
EMP-PGS-0168,MYLEEN,N.,PAGTANANAN,,1997-05-21,"Pagsanjan, Laguna",Female,Married,O-,Filipino,myleen.pagtananan@pagsanjan.gov.ph,091715751723,049-501-1167,Municipal Disaster Risk Reduction and Management Office,Admin. Aide III,Permanent,2021-01-01,SG-5,Step 2,257,Quezon Ave.,Buboy,Pagsanjan,Laguna,4008,2115551672,684098599138,051298531466,490-020-509-712,PRC-1000167
EMP-PGS-0169,MYRONE,RAY P.,GALEMA,,1992-12-22,"Pagsanjan, Laguna",Female,Single,A-,Filipino,myrone.galema@pagsanjan.gov.ph,091713612777,049-501-1168,Municipal Health Office,Sanitary Inspector I,Permanent,2021-01-01,SG-3,Step 3,176,Del Pilar St.,Casinsin,Pagsanjan,Laguna,4008,2089928397,507347554620,025544360024,330-341-721-411,PRC-6049360
EMP-PGS-0170,NATHANAEL,C.,BERNALES,II,1994-03-03,"Pagsanjan, Laguna",Female,Single,A-,Filipino,nathanael.bernales@pagsanjan.gov.ph,091714306782,(049) 501-8391,Sangguniang Bayan,SB Member,Permanent,2021-01-01,SG-24,Step 5,667,Quezon Ave.,Casinsin,Pagsanjan,Laguna,4008,2627721617,250402861277,087781248207,351-680-317-262,PRC-1000169
EMP-PGS-0171,NESTOR,,GABALENO,,1974-05-27,"Pagsanjan, Laguna",Male,Widowed,O+,Filipino,nestor.gabaleno@pagsanjan.gov.ph,091710848139,049-501-1170,Municipal Treasury Office,Admin Aide I,Job Order,2021-01-01,SG-11,Step 7,305,J.P. Rizal St.,San Isidro,Pagsanjan,Laguna,4008,0744217446,878037462565,067666052393,893-004-304-866,PRC-1000170
EMP-PGS-0172,NIÑO,,VALDELLON,,1992-06-12,"Pagsanjan, Laguna",Male,Separated,B-,Filipino,nino.valdellon@pagsanjan.gov.ph,09179609981,049-501-1171,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-3,Step 6,883,Del Pilar St.,Sampaloc,Pagsanjan,Laguna,4008,0904750714,723995410988,005692274165,057-850-428-430,PRC-1000171
EMP-PGS-0173,NOEL,,ABEGONZA,,1970-05-03,"Pagsanjan, Laguna",Male,Single,O-,Filipino,noel.abegonza@pagsanjan.gov.ph,09179458258,(049) 501-7539,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-2,Step 5,461,Quezon Ave.,Calaan,Pagsanjan,Laguna,4008,4104285593,966464493494,017557802112,145-596-770-279,PRC-1531805
EMP-PGS-0174,NOEL,G.,CANARIA,,1995-03-22,"Pagsanjan, Laguna",Male,Separated,B-,Filipino,noel.canaria@pagsanjan.gov.ph,09179694575,049-501-1173,Municipal Treasury Office,Admin. Aide III,Permanent,2021-01-01,SG-4,Step 6,957,Del Pilar St.,Binan,Pagsanjan,Laguna,4008,9546174593,085390091801,081870783240,337-790-006-313,PRC-1000173
EMP-PGS-0175,NOEL,L.,CABELA,,1980-05-18,"Pagsanjan, Laguna",Male,Separated,O+,Filipino,noel.cabela@pagsanjan.gov.ph,091715815598,049-501-1174,Sangguniang Bayan,SB Member,Permanent,2021-01-01,SG-16,Step 7,518,J.P. Rizal St.,Binan,Pagsanjan,Laguna,4008,3654294880,550489766462,025125625269,037-361-579-374,PRC-1000174
EMP-PGS-0176,NOOGINE,A.,PABILONIA,,1995-06-18,"Pagsanjan, Laguna",Female,Single,O+,Filipino,noogine.pabilonia@pagsanjan.gov.ph,091715407734,049-501-1175,Sangguniang Bayan,SB Member,Permanent,2021-01-01,SG-22,Step 5,550,Rizal St.,San Isidro,Pagsanjan,Laguna,4008,9930688487,320150617807,017085520655,037-912-998-331,PRC-1000175
EMP-PGS-0177,NORMAN,V.,NICANDRO,,1975-03-19,"Pagsanjan, Laguna",Female,Single,AB+,Filipino,norman.nicandro@pagsanjan.gov.ph,091716238947,049-501-1176,Office of the Vice Mayor,Admin Aide I,Job Order,2021-01-01,SG-7,Step 1,584,Quezon Ave.,Sampaloc,Pagsanjan,Laguna,4008,5504762862,247656693624,056000661669,815-977-486-473,PRC-1000176
EMP-PGS-0178,NOWEL,S.,LERON,,1983-04-18,"Pagsanjan, Laguna",Male,Widowed,A-,Filipino,nowel.leron@pagsanjan.gov.ph,091713748450,(049) 501-1040,Sangguniang Bayan Secretariat,Record Ofcr. I,Permanent,2021-01-01,SG-2,Step 7,383,Del Pilar St.,Buboy,Pagsanjan,Laguna,4008,0653652548,317510196088,030551491682,606-420-541-298,PRC-1000177
EMP-PGS-0179,NOWELL,M.,SANCHEZ,,1990-03-05,"Pagsanjan, Laguna",Male,Separated,A+,Filipino,nowell.sanchez@pagsanjan.gov.ph,091717600396,(049) 501-8394,Municipal Accounting Office,Admin. Aide IV,Permanent,2021-01-01,SG-5,Step 6,824,J.P. Rizal St.,Buboy,Pagsanjan,Laguna,4008,2869455053,678538401643,063195824388,713-623-985-147,PRC-1000178
EMP-PGS-0180,NiÑO,J.,LAGRIMAS,,1975-10-24,"Pagsanjan, Laguna",Male,Widowed,O-,Filipino,nino.lagrimas@pagsanjan.gov.ph,091717709332,(049) 501-2714,Municipal Treasury Office,Bookbinder IV,Permanent,2021-01-01,SG-10,Step 5,608,Del Pilar St.,Buboy,Pagsanjan,Laguna,4008,6037794383,552580368849,004674965513,196-627-774-239,PRC-1000179
EMP-PGS-0181,PATRICIA,,ABAQUIN,,1986-01-25,"Pagsanjan, Laguna",Female,Widowed,AB-,Filipino,patricia.abaquin@pagsanjan.gov.ph,091711605867,049-501-1180,Sangguniang Bayan,SB Member,Permanent,2021-01-01,SG-20,Step 6,690,Mabini St.,Lambac,Pagsanjan,Laguna,4008,8198534214,868111251638,020402031252,661-398-370-612,PRC-1000180
EMP-PGS-0182,PRINCE,OLIVER G.,FERNANDEZ,,1994-04-11,"Pagsanjan, Laguna",Female,Single,A+,Filipino,prince.fernandez@pagsanjan.gov.ph,091717135262,049-501-1181,Municipal Planning and Development Office,Proj. Dev't. Officer III,Permanent,2021-01-01,SG-19,Step 4,739,Rizal St.,Casinsin,Pagsanjan,Laguna,4008,3305509543,072868994896,040337232571,725-068-098-530,PRC-1000181
EMP-PGS-0183,R-NEL,,AMBROSIO,,1993-09-13,"Pagsanjan, Laguna",Male,Single,AB+,Filipino,rnel.ambrosio@pagsanjan.gov.ph,091714713272,(049) 501-1495,Office of the Municipal Mayor,Personal Driver,Permanent,2021-01-01,SG-11,Step 4,33,Mabini St.,Binan,Pagsanjan,Laguna,4008,6078563055,971952583439,025226160567,546-567-344-850,PRC-8479331
EMP-PGS-0184,RAMIL,,ABLIR,,1987-09-28,"Pagsanjan, Laguna",Male,Married,AB+,Filipino,ramil.ablir@pagsanjan.gov.ph,091715381271,049-501-1183,Municipal Health Office,Admin Aide I,Job Order,2021-01-01,SG-10,Step 8,894,Rizal St.,Calaan,Pagsanjan,Laguna,4008,7800869682,938179406809,028580386543,344-740-396-980,PRC-1000183
EMP-PGS-0185,RAMON,,WAPERINA,,1970-09-13,"Pagsanjan, Laguna",Male,Single,AB-,Filipino,ramon.waperina@pagsanjan.gov.ph,09179357561,049-501-1184,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-6,Step 3,471,Del Pilar St.,Buboy,Pagsanjan,Laguna,4008,8629616624,858689789928,021734284268,709-309-822-039,PRC-1000184
EMP-PGS-0186,RAQUEL,A.,ARAS,,1977-04-14,"Pagsanjan, Laguna",Male,Single,O+,Filipino,raquel.aras@pagsanjan.gov.ph,09179410833,049-501-1185,Municipal Budget Office,Mun. Budget Officer,Permanent,2021-01-01,SG-18,Step 4,286,Bonifacio St.,Binan,Pagsanjan,Laguna,4008,1304899164,927347020255,092133231264,028-331-662-017,PRC-1000185
EMP-PGS-0187,REGGIE,,PACHECO,,1982-03-24,"Pagsanjan, Laguna",Female,Single,B-,Filipino,reggie.pacheco@pagsanjan.gov.ph,091713953913,049-501-1186,Municipal Health Office,Admin Aide I,Job Order,2021-01-01,SG-8,Step 6,492,Del Pilar St.,Buboy,Pagsanjan,Laguna,4008,4554581578,843355692828,019559859144,796-083-091-180,PRC-1000186
EMP-PGS-0188,REGIE,,MANALO,,2000-08-21,"Pagsanjan, Laguna",Male,Single,AB+,Filipino,regie.manalo@pagsanjan.gov.ph,091716002636,049-501-1187,Municipal Treasury Office,Admin Aide I,Casual,2021-01-01,SG-7,Step 6,978,Burgos St.,Maulawin,Pagsanjan,Laguna,4008,3717145492,440110576352,059360258742,123-754-017-440,PRC-8890106
EMP-PGS-0189,REGINA,MARIBELA,LEYROS,,1982-09-12,"Pagsanjan, Laguna",Male,Separated,O+,Filipino,regina.leyros@pagsanjan.gov.ph,091712807549,049-501-1188,Municipal Health Office,Nursing Attendant II,Permanent,2021-01-01,SG-4,Step 4,848,Bonifacio St.,Buboy,Pagsanjan,Laguna,4008,8973442136,032427383849,031637040907,845-892-123-002,PRC-1000188
EMP-PGS-0190,REIMEL,P.,CABALLES,,1986-07-11,"Pagsanjan, Laguna",Male,Single,B-,Filipino,reimel.caballes@pagsanjan.gov.ph,091713002809,(049) 501-2685,Municipal Agriculture Office,Agriculturist II- OIC Mun. Agriculturist,Permanent,2021-01-01,SG-11,Step 4,654,Quezon Ave.,Poblacion,Pagsanjan,Laguna,4008,4631350521,409364615467,020233676651,004-416-522-452,PRC-0633857
EMP-PGS-0191,RELIDO,S.,LERON,,1987-02-10,"Pagsanjan, Laguna",Male,Married,A+,Filipino,relido.leron@pagsanjan.gov.ph,091715782776,049-501-1190,Municipal Treasury Office,Foreman B,Permanent,2021-01-01,SG-3,Step 7,669,J.P. Rizal St.,Sabang,Pagsanjan,Laguna,4008,6546549777,509941419166,033928645062,223-107-942-285,PRC-1000190
EMP-PGS-0192,RHEA,B.,RAMIREZ,,1990-08-25,"Pagsanjan, Laguna",Female,Single,O+,Filipino,rhea.ramirez@pagsanjan.gov.ph,091716965291,049-501-1191,Municipal Accounting Office,Bookbinder IV,Permanent,2021-01-01,SG-11,Step 1,930,Mabini St.,Casinsin,Pagsanjan,Laguna,4008,9521874232,784666642346,012361364980,566-315-129-224,PRC-1000191
EMP-PGS-0193,RICHARD,,MONTESUR,,1998-04-26,"Pagsanjan, Laguna",Male,Single,A+,Filipino,richard.montesur@pagsanjan.gov.ph,091711394516,049-501-1192,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-3,Step 7,904,Burgos St.,Poblacion,Pagsanjan,Laguna,4008,2565892140,052580210774,068398281448,831-847-440-735,PRC-1000192
EMP-PGS-0194,RICSON,,GARCIA,,1977-12-25,"Pagsanjan, Laguna",Male,Widowed,A+,Filipino,ricson.garcia@pagsanjan.gov.ph,091717443523,(049) 501-1846,Municipal Environment and Natural Resources Office,Admin. Aide IV,Permanent,2021-01-01,SG-8,Step 2,951,Del Pilar St.,Maulawin,Pagsanjan,Laguna,4008,8396509658,899610117090,042520933433,750-055-298-116,PRC-1000193
EMP-PGS-0195,RIVERA,,ANGELO,,1996-04-26,"Pagsanjan, Laguna",Female,Married,AB-,Filipino,rivera.angelo@pagsanjan.gov.ph,091713873310,(049) 501-7326,General Services Office,Admin Aide I,Job Order,2021-01-01,SG-2,Step 6,167,J.P. Rizal St.,Maulawin,Pagsanjan,Laguna,4008,1902410202,619227999558,012007564394,186-510-427-848,PRC-1000194
EMP-PGS-0196,RIZALINO,DE,CASTRO,,1992-01-06,"Pagsanjan, Laguna",Male,Widowed,B-,Filipino,rizalino.castro@pagsanjan.gov.ph,09179914434,(049) 501-9753,Municipal Accounting Office,Admin Aide I,Casual,2021-01-01,SG-11,Step 7,847,Real St.,Buboy,Pagsanjan,Laguna,4008,9124666825,800042286631,084615295627,438-506-763-888,PRC-1000195
EMP-PGS-0197,ROBERT,Q.,FRANCIA,,1978-10-28,"Pagsanjan, Laguna",Male,Married,AB-,Filipino,robert.francia@pagsanjan.gov.ph,091717011138,049-501-1196,Municipal Disaster Risk Reduction and Management Office,Admin. Aide III,Permanent,2021-01-01,SG-4,Step 1,268,Real St.,Binan,Pagsanjan,Laguna,4008,9825403427,588591468094,087706032672,807-474-166-235,PRC-1000196
EMP-PGS-0198,ROBERTO,,BRECINIO,,1972-06-10,"Pagsanjan, Laguna",Male,Single,O+,Filipino,roberto.brecinio@pagsanjan.gov.ph,091717987191,049-501-1197,Municipal Environment and Natural Resources Office,Admin Aide I,Job Order,2021-01-01,SG-4,Step 1,684,Mabini St.,Sabang,Pagsanjan,Laguna,4008,7439777080,261006561420,021181441551,133-269-876-648,PRC-1000197
EMP-PGS-0199,ROD,H.,FERNANDEZ,,1974-05-17,"Pagsanjan, Laguna",Male,Widowed,A-,Filipino,rod.fernandez@pagsanjan.gov.ph,091710545568,049-501-1198,Office of the Vice Mayor,Municipal Vice Mayor,Permanent,2021-01-01,SG-19,Step 6,630,Quezon Ave.,Binan,Pagsanjan,Laguna,4008,4955990059,739651366064,032608941182,622-366-437-456,PRC-1000198
EMP-PGS-0200,RODANTE,M.,LORENZANA,,1970-03-03,"Pagsanjan, Laguna",Male,Widowed,AB+,Filipino,rodante.lorenzana@pagsanjan.gov.ph,091715095912,049-501-1199,Municipal Market Office,Laborer II,Permanent,2021-01-01,SG-8,Step 4,781,Quezon Ave.,Casinsin,Pagsanjan,Laguna,4008,1642954279,418413362546,058719115865,457-969-366-455,PRC-1000199
